,region,ISO_3_codes,year,value
13367,"Egypt, Arab Rep.",EGY,2010,82761244
13368,Euro area,EMU,2010,336151482
13369,Eritrea,ERI,2010,3170437
13370,Spain,ESP,2010,46576897
13371,Estonia,EST,2010,1331475
13372,Ethiopia,ETH,2010,87639962
13373,European Union,EUU,2010,441532415
13374,Fragile and conflict affected situations,FCS,2010,769284359
13375,Finland,FIN,2010,5363352
13376,Fiji,FJI,2010,859816
13377,France,FRA,2010,65027505
13378,Faroe Islands,FRO,2010,47803
13379,"Micronesia, Fed. Sts.",FSM,2010,102916
13380,Gabon,GAB,2010,1624146
13381,United Kingdom,GBR,2010,62766365
13382,Georgia,GEO,2010,3786695
13383,Ghana,GHA,2010,24779614
13384,Gibraltar,GIB,2010,33585
13385,Guinea,GIN,2010,10192168
13386,"Gambia, The",GMB,2010,1793199
13387,Guinea-Bissau,GNB,2010,1522603
13388,Equatorial Guinea,GNQ,2010,943640
13389,Greece,GRC,2010,11121341
13390,Grenada,GRD,2010,106227
13391,Greenland,GRL,2010,56905
13392,Guatemala,GTM,2010,14259687
13393,Guam,GUM,2010,159439
13394,Guyana,GUY,2010,749430
13395,High income,HIC,2010,1178066137
13396,"Hong Kong SAR, China",HKG,2010,7024200
13397,Honduras,HND,2010,8317467
13398,Heavily indebted poor countries (HIPC),HPC,2010,624219296
13399,Croatia,HRV,2010,4295427
13400,Haiti,HTI,2010,9949318
13401,Hungary,HUN,2010,10000023
13402,IBRD only,IBD,2010,4427039470
13403,IDA & IBRD total,IBT,2010,5792386087
13404,IDA total,IDA,2010,1365346617
13405,IDA blend,IDB,2010,456049577
13406,Indonesia,IDN,2010,241834226
13407,IDA only,IDX,2010,909297040
13408,Isle of Man,IMN,2010,84856
13409,India,IND,2010,1234281163
13410,Not classified,INX,2010,
13411,Ireland,IRL,2010,4560155
13412,"Iran, Islamic Rep.",IRN,2010,73762519
13413,Iraq,IRQ,2010,29741977
13414,Iceland,ISL,2010,318041
13415,Israel,ISR,2010,7623600
13416,Italy,ITA,2010,59277417
13417,Jamaica,JAM,2010,2810464
13418,Jordan,JOR,2010,7261541
13419,Japan,JPN,2010,128070000
13420,Kazakhstan,KAZ,2010,16321872
13421,Kenya,KEN,2010,42030684
13422,Kyrgyz Republic,KGZ,2010,5447900
13423,Cambodia,KHM,2010,14312205
13424,Kiribati,KIR,2010,102930
13425,St. Kitts and Nevis,KNA,2010,49011
13426,"Korea, Rep.",KOR,2010,49554112
13427,Kuwait,KWT,2010,2991884
13428,Latin America & Caribbean (excluding high income),LAC,2010,531056827
13429,Lao PDR,LAO,2010,6249168
13430,Lebanon,LBN,2010,4953064
13431,Liberia,LBR,2010,3891357
13432,Libya,LBY,2010,6197667
13433,St. Lucia,LCA,2010,174092
13434,Latin America & Caribbean,LCN,2010,589932530
13435,Least developed countries: UN classification,LDC,2010,836378625
13436,Low income,LIC,2010,527389304
13437,Liechtenstein,LIE,2010,35996
13438,Sri Lanka,LKA,2010,20261738
13439,Lower middle income,LMC,2010,2869900017
13440,Low & middle income,LMY,2010,5715348512
13441,Lesotho,LSO,2010,1995575
13442,Late-demographic dividend,LTE,2010,2180813069
13443,Lithuania,LTU,2010,3097282
13444,Luxembourg,LUX,2010,506953
13445,Latvia,LVA,2010,2097555
13446,"Macao SAR, China",MAC,2010,538215
13447,St. Martin (French part),MAF,2010,37582
13448,Morocco,MAR,2010,32343384
13449,Monaco,MCO,2010,35609
13450,Moldova,MDA,2010,2861487
13451,Madagascar,MDG,2010,21151640
13452,Maldives,MDV,2010,365730
13453,Middle East & North Africa,MEA,2010,385917928
13454,Mexico,MEX,2010,114092961
13455,Marshall Islands,MHL,2010,56361
13456,Middle income,MIC,2010,5187959208
13457,North Macedonia,MKD,2010,2055004
13458,Mali,MLI,2010,15049352
13459,Malta,MLT,2010,414508
13460,Myanmar,MMR,2010,50600827
13461,Middle East & North Africa (excluding high income),MNA,2010,332777842
13462,Montenegro,MNE,2010,619428
13463,Mongolia,MNG,2010,2719902
13464,Northern Mariana Islands,MNP,2010,53971
13465,Mozambique,MOZ,2010,23531567
13466,Mauritania,MRT,2010,3494200
13467,Mauritius,MUS,2010,1250400
13468,Malawi,MWI,2010,14539609
13469,Malaysia,MYS,2010,28208028
13470,North America,NAC,2010,343397156
13471,Namibia,NAM,2010,2118877
13472,New Caledonia,NCL,2010,249750
13473,Niger,NER,2010,16464025
13474,Nigeria,NGA,2010,158503203
13475,Nicaragua,NIC,2010,5824058
13476,Netherlands,NLD,2010,16615394
13477,Norway,NOR,2010,4889252
13478,Nepal,NPL,2010,27013207
13479,Nauru,NRU,2010,10009
13480,New Zealand,NZL,2010,4350700
13481,OECD members,OED,2010,1292110708
13482,Oman,OMN,2010,3041435
13483,Other small states,OSS,2010,26050929
13484,Pakistan,PAK,2010,179424643
13485,Panama,PAN,2010,3642691
13486,Peru,PER,2010,29027680
13487,Philippines,PHL,2010,93966784
13488,Palau,PLW,2010,17954
13489,Papua New Guinea,PNG,2010,7310512
13490,Poland,POL,2010,38042794
13491,Pre-demographic dividend,PRE,2010,731868780
13492,Puerto Rico,PRI,2010,3721525
13493,"Korea, Dem. People's Rep.",PRK,2010,24548840
13494,Portugal,PRT,2010,10573100
13495,Paraguay,PRY,2010,6248017
13496,West Bank and Gaza,PSE,2010,3786161
13497,Pacific island small states,PSS,2010,2214509
13498,Post-demographic dividend,PST,2010,1074863836
13499,French Polynesia,PYF,2010,266449
13500,Qatar,QAT,2010,1856329
13501,Romania,ROU,2010,20246871
13502,Russian Federation,RUS,2010,142849468
13503,Rwanda,RWA,2010,10039338
13504,South Asia,SAS,2010,1638792927
13505,Saudi Arabia,SAU,2010,27421468
13506,Sudan,SDN,2010,34545014
13507,Senegal,SEN,2010,12678143
13508,Singapore,SGP,2010,5076732
13509,Solomon Islands,SLB,2010,527861
13510,Sierra Leone,SLE,2010,6415636
13511,El Salvador,SLV,2010,6183877
13512,San Marino,SMR,2010,31221
13513,Somalia,SOM,2010,12043886
13514,Serbia,SRB,2010,7291436
13515,Sub-Saharan Africa (excluding high income),SSA,2010,868935345
13516,South Sudan,SSD,2010,9508372
13517,Sub-Saharan Africa,SSF,2010,869025115
13518,Small states,SST,2010,35238631
13519,Sao Tome and Principe,STP,2010,180372
13520,Suriname,SUR,2010,529126
13521,Slovak Republic,SVK,2010,5391428
13522,Slovenia,SVN,2010,2048583
13523,Sweden,SWE,2010,9378126
13524,Eswatini,SWZ,2010,1064841
13525,Sint Maarten (Dutch part),SXM,2010,34056
13526,Seychelles,SYC,2010,89770
13527,Syrian Arab Republic,SYR,2010,21362541
13528,Turks and Caicos Islands,TCA,2010,32658
13529,Chad,TCD,2010,11952134
13530,East Asia & Pacific (IDA & IBRD countries),TEA,2010,1941377365
13531,Europe & Central Asia (IDA & IBRD countries),TEC,2010,440398383
13532,Togo,TGO,2010,6421674
13533,Thailand,THA,2010,67195032
13534,Tajikistan,TJK,2010,7527397
13535,Turkmenistan,TKM,2010,5087211
13536,Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,573800616
13537,Timor-Leste,TLS,2010,1093517
13538,Middle East & North Africa (IDA & IBRD countries),TMN,2010,328991681
13539,Tonga,TON,2010,103981
13540,South Asia (IDA & IBRD),TSA,2010,1638792927
13541,Sub-Saharan Africa (IDA & IBRD countries),TSS,2010,869025115
13542,Trinidad and Tobago,TTO,2010,1328144
13543,Tunisia,TUN,2010,10635245
13544,Turkiye,TUR,2010,72326992
13545,Tuvalu,TUV,2010,10521
13546,Tanzania,TZA,2010,44346532
13547,Uganda,UGA,2010,32428164
13548,Ukraine,UKR,2010,45870741
13549,Upper middle income,UMC,2010,2318059191
13550,Uruguay,URY,2010,3359273
13551,United States,USA,2010,309327143
13552,Uzbekistan,UZB,2010,28562400
13553,St. Vincent and the Grenadines,VCT,2010,108260
13554,"Venezuela, RB",VEN,2010,28439942
13555,British Virgin Islands,VGB,2010,27796
13556,Virgin Islands (U.S.),VIR,2010,108357
13557,Vietnam,VNM,2010,87967655
13558,Vanuatu,VUT,2010,236216
13559,World,WLD,2010,6921854591
13560,Samoa,WSM,2010,185944
13561,Kosovo,XKX,2010,1775680
13562,"Yemen, Rep.",YEM,2010,23154854
13563,South Africa,ZAF,2010,51216967
13564,Zambia,ZMB,2010,13605986
13565,Zimbabwe,ZWE,2010,12697728
13566,Aruba,ABW,2011,102050
13567,Africa Eastern and Southern,AFE,2011,532760424
13568,Afghanistan,AFG,2011,30117411
13569,Africa Western and Central,AFW,2011,360285439
13570,Angola,AGO,2011,24220660
13571,Albania,ALB,2011,2905195
13572,Andorra,AND,2011,83748
13573,Arab World,ARB,2011,363156846
13574,United Arab Emirates,ARE,2011,8946778
13575,Argentina,ARG,2011,41261490
13576,Armenia,ARM,2011,2876536
13577,American Samoa,ASM,2011,55755
13578,Antigua and Barbuda,ATG,2011,89250
13579,Australia,AUS,2011,22340024
13580,Austria,AUT,2011,8391643
13581,Azerbaijan,AZE,2011,9173082
13582,Burundi,BDI,2011,8958406
13583,Belgium,BEL,2011,11038264
13584,Benin,BEN,2011,9460829
13585,Burkina Faso,BFA,2011,16081915
13586,Bangladesh,BGD,2011,149273134
13587,Bulgaria,BGR,2011,7348328
13588,Bahrain,BHR,2011,1278153
13589,"Bahamas, The",BHS,2011,359583
13590,Bosnia and Herzegovina,BIH,2011,3661173
13591,Belarus,BLR,2011,9461643
13592,Belize,BLZ,2011,330236
13593,Bermuda,BMU,2011,64564
13594,Bolivia,BOL,2011,10212951
13595,Brazil,BRA,2011,197514541
13596,Barbados,BRB,2011,282987
13597,Brunei Darussalam,BRN,2011,393687
13598,Bhutan,BTN,2011,693297
13599,Botswana,BWA,2011,2015406
13600,Central African Republic,CAF,2011,4418639
13601,Canada,CAN,2011,34339328
13602,Central Europe and the Baltics,CEB,2011,104174038
13603,Switzerland,CHE,2011,7912398
13604,Channel Islands,CHI,2011,160990
13605,Chile,CHL,2011,17233584
13606,China,CHN,2011,1345035000
13607,Cote d'Ivoire,CIV,2011,21028652
13608,Cameroon,CMR,2011,20906392
13609,"Congo, Dem. Rep.",COD,2011,66755151
13610,"Congo, Rep.",COG,2011,4394842
13611,Colombia,COL,2011,45662747
13612,Comoros,COM,2011,706578
13613,Cabo Verde,CPV,2011,498858
13614,Costa Rica,CRI,2011,4633086
13615,Caribbean small states,CSS,2011,7022367
13616,Cuba,CUB,2011,11236671
13617,Curacao,CUW,2011,150831
13618,Cayman Islands,CYM,2011,57877
13619,Cyprus,CYP,2011,1124837
13620,Czechia,CZE,2011,10496088
13621,Germany,DEU,2011,80274983
13622,Djibouti,DJI,2011,853671
13623,Dominica,DMA,2011,70912
13624,Denmark,DNK,2011,5570572
13625,Dominican Republic,DOM,2011,9813219
13626,Algeria,DZA,2011,36661438
13627,East Asia & Pacific (excluding high income),EAP,2011,1980957952
13628,Early-demographic dividend,EAR,2011,2951423688
13629,East Asia & Pacific,EAS,2011,2222577723
13630,Europe & Central Asia (excluding high income),ECA,2011,380138981
13631,Europe & Central Asia,ECS,2011,890136603
13632,Ecuador,ECU,2011,15243885
13633,"Egypt, Arab Rep.",EGY,2011,84529251
13634,Euro area,EMU,2011,335419656
13635,Eritrea,ERI,2011,3213969
13636,Spain,ESP,2011,46742697
13637,Estonia,EST,2011,1327439
13638,Ethiopia,ETH,2011,90139928
13639,European Union,EUU,2011,440746989
13640,Fragile and conflict affected situations,FCS,2011,787410667
13641,Finland,FIN,2011,5388272
13642,Fiji,FJI,2011,863451
13643,France,FRA,2011,65342789
13644,Faroe Islands,FRO,2011,47815
13645,"Micronesia, Fed. Sts.",FSM,2011,103448
13646,Gabon,GAB,2011,1684629
13647,United Kingdom,GBR,2011,63258810
13648,Georgia,GEO,2011,3756441
13649,Ghana,GHA,2011,25387713
13650,Gibraltar,GIB,2011,33608
13651,Guinea,GIN,2011,10420459
13652,"Gambia, The",GMB,2011,1848142
13653,Guinea-Bissau,GNB,2011,1562996
13654,Equatorial Guinea,GNQ,2011,986861
13655,Greece,GRC,2011,11104899
13656,Grenada,GRD,2011,106786
13657,Greenland,GRL,2011,56890
13658,Guatemala,GTM,2011,14521515
13659,Guam,GUM,2011,159690
13660,Guyana,GUY,2011,752029
13661,High income,HIC,2011,1183478609
13662,"Hong Kong SAR, China",HKG,2011,7071600
13663,Honduras,HND,2011,8480670
13664,Heavily indebted poor countries (HIPC),HPC,2011,641921373
13665,Croatia,HRV,2011,4280622
13666,Haiti,HTI,2011,10100320
13667,Hungary,HUN,2011,9971727
13668,IBRD only,IBD,2011,4471931983
13669,IDA & IBRD total,IBT,2011,5868805803
13670,IDA total,IDA,2011,1396873820
13671,IDA blend,IDB,2011,467267685
13672,Indonesia,IDN,2011,245115988
13673,IDA only,IDX,2011,929606135
13674,Isle of Man,IMN,2011,84889
13675,India,IND,2011,1250287939
13676,Not classified,INX,2011,
13677,Ireland,IRL,2011,4580084
13678,"Iran, Islamic Rep.",IRN,2011,74634959
13679,Iraq,IRQ,2011,30725305
13680,Iceland,ISL,2011,319014
13681,Israel,ISR,2011,7765800
13682,Italy,ITA,2011,59379449
13683,Jamaica,JAM,2011,2825932
13684,Jordan,JOR,2011,7662858
13685,Japan,JPN,2011,127833000
13686,Kazakhstan,KAZ,2011,16557202
13687,Kenya,KEN,2011,43178270
13688,Kyrgyz Republic,KGZ,2011,5514600
13689,Cambodia,KHM,2011,14541421
13690,Kiribati,KIR,2011,104735
13691,St. Kitts and Nevis,KNA,2011,49442
13692,"Korea, Rep.",KOR,2011,49936638
13693,Kuwait,KWT,2011,3168054
13694,Latin America & Caribbean (excluding high income),LAC,2011,536993385
13695,Lao PDR,LAO,2011,6347564
13696,Lebanon,LBN,2011,5202022
13697,Liberia,LBR,2011,4017446
13698,Libya,LBY,2011,6247438
13699,St. Lucia,LCA,2011,175538
13700,Latin America & Caribbean,LCN,2011,596538052
13701,Least developed countries: UN classification,LDC,2011,856228779
13702,Low income,LIC,2011,541490348
13703,Liechtenstein,LIE,2011,36299
13704,Sri Lanka,LKA,2011,20398496
13705,Lower middle income,LMC,2011,2914508526
13706,Low & middle income,LMY,2011,5791393958
13707,Lesotho,LSO,2011,2003793
13708,Late-demographic dividend,LTE,2011,2194720542
13709,Lithuania,LTU,2011,3028115
13710,Luxembourg,LUX,2011,518347
13711,Latvia,LVA,2011,2059709
13712,"Macao SAR, China",MAC,2011,550833
13713,St. Martin (French part),MAF,2011,37451
13714,Morocco,MAR,2011,32781860
13715,Monaco,MCO,2011,36025
13716,Moldova,MDA,2011,2859833
13717,Madagascar,MDG,2011,21743970
13718,Maldives,MDV,2011,380493
13719,Middle East & North Africa,MEA,2011,393942668
13720,Mexico,MEX,2011,115695468
13721,Marshall Islands,MHL,2011,56524
13722,Middle income,MIC,2011,5249903610
13723,North Macedonia,MKD,2011,2058539
13724,Mali,MLI,2011,15514593
13725,Malta,MLT,2011,416268
13726,Myanmar,MMR,2011,50990612
13727,Middle East & North Africa (excluding high income),MNA,2011,338813060
13728,Montenegro,MNE,2011,620079
13729,Mongolia,MNG,2011,2770357
13730,Northern Mariana Islands,MNP,2011,54013
13731,Mozambique,MOZ,2011,24187500
13732,Mauritania,MRT,2011,3598646
13733,Mauritius,MUS,2011,1252404
13734,Malawi,MWI,2011,14962118
13735,Malaysia,MYS,2011,28650962
13736,North America,NAC,2011,345987373
13737,Namibia,NAM,2011,2156698
13738,New Caledonia,NCL,2011,254350
13739,Niger,NER,2011,17114770
13740,Nigeria,NGA,2011,162805080
13741,Nicaragua,NIC,2011,5903035
13742,Netherlands,NLD,2011,16693074
13743,Norway,NOR,2011,4953088
13744,Nepal,NPL,2011,27041220
13745,Nauru,NRU,2011,10069
13746,New Zealand,NZL,2011,4384000
13747,OECD members,OED,2011,1298723126
13748,Oman,OMN,2011,3251102
13749,Other small states,OSS,2011,26647965
13750,Pakistan,PAK,2011,183340168
13751,Panama,PAN,2011,3706479
13752,Peru,PER,2011,29264314
13753,Philippines,PHL,2011,95570049
13754,Palau,PLW,2011,17748
13755,Papua New Guinea,PNG,2011,7472196
13756,Poland,POL,2011,38063255
13757,Pre-demographic dividend,PRE,2011,753326898
13758,Puerto Rico,PRI,2011,3678732
13759,"Korea, Dem. People's Rep.",PRK,2011,24673392
13760,Portugal,PRT,2011,10557560
13761,Paraguay,PRY,2011,6333981
13762,West Bank and Gaza,PSE,2011,3882986
13763,Pacific island small states,PSS,2011,2241808
13764,Post-demographic dividend,PST,2011,1077830451
13765,French Polynesia,PYF,2011,267702
13766,Qatar,QAT,2011,2035862
13767,Romania,ROU,2011,20147528
13768,Russian Federation,RUS,2011,142960908
13769,Rwanda,RWA,2011,10293333
13770,South Asia,SAS,2011,1661532158
13771,Saudi Arabia,SAU,2011,28267591
13772,Sudan,SDN,2011,35349676
13773,Senegal,SEN,2011,13033814
13774,Singapore,SGP,2011,5183688
13775,Solomon Islands,SLB,2011,541522
13776,Sierra Leone,SLE,2011,6563238
13777,El Salvador,SLV,2011,6210567
13778,San Marino,SMR,2011,31655
13779,Somalia,SOM,2011,12376305
13780,Serbia,SRB,2011,7234099
13781,Sub-Saharan Africa (excluding high income),SSA,2011,892958422
13782,South Sudan,SSD,2011,9830695
13783,Sub-Saharan Africa,SSF,2011,893045863
13784,Small states,SST,2011,35912140
13785,Sao Tome and Principe,STP,2011,184521
13786,Suriname,SUR,2011,535177
13787,Slovak Republic,SVK,2011,5398384
13788,Slovenia,SVN,2011,2052843
13789,Sweden,SWE,2011,9449213
13790,Eswatini,SWZ,2011,1072029
13791,Sint Maarten (Dutch part),SXM,2011,33435
13792,Seychelles,SYC,2011,87441
13793,Syrian Arab Republic,SYR,2011,21081814
13794,Turks and Caicos Islands,TCA,2011,33371
13795,Chad,TCD,2011,12360986
13796,East Asia & Pacific (IDA & IBRD countries),TEA,2011,1956238874
13797,Europe & Central Asia (IDA & IBRD countries),TEC,2011,442630386
13798,Togo,TGO,2011,6595939
13799,Thailand,THA,2011,67518379
13800,Tajikistan,TJK,2011,7697507
13801,Turkmenistan,TKM,2011,5174076
13802,Latin America & the Caribbean (IDA & IBRD countries),TLA,2011,580428448
13803,Timor-Leste,TLS,2011,1113154
13804,Middle East & North Africa (IDA & IBRD countries),TMN,2011,334930074
13805,Tonga,TON,2011,103558
13806,South Asia (IDA & IBRD),TSA,2011,1661532158
13807,Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,893045863
13808,Trinidad and Tobago,TTO,2011,1336180
13809,Tunisia,TUN,2011,10741872
13810,Turkiye,TUR,2011,73443254
13811,Tuvalu,TUV,2011,10626
13812,Tanzania,TZA,2011,45673520
13813,Uganda,UGA,2011,33476772
13814,Ukraine,UKR,2011,45706086
13815,Upper middle income,UMC,2011,2335395084
13816,Uruguay,URY,2011,3368926
13817,United States,USA,2011,311583481
13818,Uzbekistan,UZB,2011,29339400
13819,St. Vincent and the Grenadines,VCT,2011,108315
13820,"Venezuela, RB",VEN,2011,28887873
13821,British Virgin Islands,VGB,2011,28326
13822,Virgin Islands (U.S.),VIR,2011,108290
13823,Vietnam,VNM,2011,88871384
13824,Vanuatu,VUT,2011,242658
13825,World,WLD,2011,7003760440
13826,Samoa,WSM,2011,187469
13827,Kosovo,XKX,2011,1791000
13828,"Yemen, Rep.",YEM,2011,23807586
13829,South Africa,ZAF,2011,52003759
13830,Zambia,ZMB,2011,14023199
13831,Zimbabwe,ZWE,2011,12894323
13832,Aruba,ABW,2012,102565
13833,Africa Eastern and Southern,AFE,2012,547482863
13834,Afghanistan,AFG,2012,31161378
13835,Africa Western and Central,AFW,2012,370243017
13836,Angola,AGO,2012,25107925
13837,Albania,ALB,2012,2900401
13838,Andorra,AND,2012,82427
13839,Arab World,ARB,2012,371437642
13840,United Arab Emirates,ARE,2012,9141598
13841,Argentina,ARG,2012,41733271
13842,Armenia,ARM,2012,2884239
13843,American Samoa,ASM,2012,55669
13844,Antigua and Barbuda,ATG,2012,90407
13845,Australia,AUS,2012,22733465
13846,Austria,AUT,2012,8429991
13847,Azerbaijan,AZE,2012,9295784
13848,Burundi,BDI,2012,9245992
13849,Belgium,BEL,2012,11106932
13850,Benin,BEN,2012,9729254
13851,Burkina Faso,BFA,2012,16571252
13852,Bangladesh,BGD,2012,151005733
13853,Bulgaria,BGR,2012,7305888
13854,Bahrain,BHR,2012,1299942
13855,"Bahamas, The",BHS,2012,363581
13856,Bosnia and Herzegovina,BIH,2012,3604972
13857,Belarus,BLR,2012,9446836
13858,Belize,BLZ,2012,338001
13859,Bermuda,BMU,2012,64798
13860,Bolivia,BOL,2012,10377677
13861,Brazil,BRA,2012,199287292
13862,Barbados,BRB,2012,283698
13863,Brunei Darussalam,BRN,2012,398997
13864,Bhutan,BTN,2012,701582
13865,Botswana,BWA,2012,2039551
13866,Central African Republic,CAF,2012,4436411
13867,Canada,CAN,2012,34714222
13868,Central Europe and the Baltics,CEB,2012,103935318
13869,Switzerland,CHE,2012,7996861
13870,Channel Islands,CHI,2012,162051
13871,Chile,CHL,2012,17400359
13872,China,CHN,2012,1354190000
13873,Cote d'Ivoire,CIV,2012,21547188
13874,Cameroon,CMR,2012,21485267
13875,"Congo, Dem. Rep.",COD,2012,69020749
13876,"Congo, Rep.",COG,2012,4510197
13877,Colombia,COL,2012,46075721
13878,Comoros,COM,2012,723865
13879,Cabo Verde,CPV,2012,505241
13880,Costa Rica,CRI,2012,4688003
13881,Caribbean small states,CSS,2012,7072640
13882,Cuba,CUB,2012,11257112
13883,Curacao,CUW,2012,152088
13884,Cayman Islands,CYM,2012,58963
13885,Cyprus,CYP,2012,1135046
13886,Czechia,CZE,2012,10510785
13887,Germany,DEU,2012,80425823
13888,Djibouti,DJI,2012,868136
13889,Dominica,DMA,2012,70954
13890,Denmark,DNK,2012,5591572
13891,Dominican Republic,DOM,2012,9930916
13892,Algeria,DZA,2012,37383899
13893,East Asia & Pacific (excluding high income),EAP,2012,1997902548
13894,Early-demographic dividend,EAR,2012,2994346938
13895,East Asia & Pacific,EAS,2012,2240312711
13896,Europe & Central Asia (excluding high income),ECA,2012,382476923
13897,Europe & Central Asia,ECS,2012,893755804
13898,Ecuador,ECU,2012,15474099
13899,"Egypt, Arab Rep.",EGY,2012,86422240
13900,Euro area,EMU,2012,336159199
13901,Eritrea,ERI,2012,
13902,Spain,ESP,2012,46773055
13903,Estonia,EST,2012,1322696
13904,Ethiopia,ETH,2012,92726982
13905,European Union,EUU,2012,441395937
13906,Fragile and conflict affected situations,FCS,2012,806049519
13907,Finland,FIN,2012,5413971
13908,Fiji,FJI,2012,865065
13909,France,FRA,2012,65659814
13910,Faroe Islands,FRO,2012,47843
13911,"Micronesia, Fed. Sts.",FSM,2012,104506
13912,Gabon,GAB,2012,1749677
13913,United Kingdom,GBR,2012,63700215
13914,Georgia,GEO,2012,3728874
13915,Ghana,GHA,2012,25996454
13916,Gibraltar,GIB,2012,33653
13917,Guinea,GIN,2012,10652032
13918,"Gambia, The",GMB,2012,1905020
13919,Guinea-Bissau,GNB,2012,1604981
13920,Equatorial Guinea,GNQ,2012,1031191
13921,Greece,GRC,2012,11045011
13922,Grenada,GRD,2012,107452
13923,Greenland,GRL,2012,56810
13924,Guatemala,GTM,2012,14781942
13925,Guam,GUM,2012,159990
13926,Guyana,GUY,2012,755388
13927,High income,HIC,2012,1190276979
13928,"Hong Kong SAR, China",HKG,2012,7150100
13929,Honduras,HND,2012,8640692
13930,Heavily indebted poor countries (HIPC),HPC,2012,660193919
13931,Croatia,HRV,2012,4267558
13932,Haiti,HTI,2012,10250922
13933,Hungary,HUN,2012,9920362
13934,IBRD only,IBD,2012,4518944265
13935,IDA & IBRD total,IBT,2012,5947406419
13936,IDA total,IDA,2012,1428462154
13937,IDA blend,IDB,2012,478335316
13938,Indonesia,IDN,2012,248451714
13939,IDA only,IDX,2012,950126838
13940,Isle of Man,IMN,2012,84534
13941,India,IND,2012,1265780243
13942,Not classified,INX,2012,
13943,Ireland,IRL,2012,4599533
13944,"Iran, Islamic Rep.",IRN,2012,75539881
13945,Iraq,IRQ,2012,31890012
13946,Iceland,ISL,2012,320716
13947,Israel,ISR,2012,7910500
13948,Italy,ITA,2012,59539717
13949,Jamaica,JAM,2012,2842128
13950,Jordan,JOR,2012,8089963
13951,Japan,JPN,2012,127629000
13952,Kazakhstan,KAZ,2012,16792090
13953,Kenya,KEN,2012,44343469
13954,Kyrgyz Republic,KGZ,2012,5607200
13955,Cambodia,KHM,2012,14780454
13956,Kiribati,KIR,2012,106359
13957,St. Kitts and Nevis,KNA,2012,49881
13958,"Korea, Rep.",KOR,2012,50199853
13959,Kuwait,KWT,2012,3348852
13960,Latin America & Caribbean (excluding high income),LAC,2012,542860814
13961,Lao PDR,LAO,2012,6444527
13962,Lebanon,LBN,2012,5537620
13963,Liberia,LBR,2012,4135662
13964,Libya,LBY,2012,6285751
13965,St. Lucia,LCA,2012,176654
13966,Latin America & Caribbean,LCN,2012,603094656
13967,Least developed countries: UN classification,LDC,2012,876617729
13968,Low income,LIC,2012,555670836
13969,Liechtenstein,LIE,2012,36615
13970,Sri Lanka,LKA,2012,20425000
13971,Lower middle income,LMC,2012,2958978379
13972,Low & middle income,LMY,2012,5869616742
13973,Lesotho,LSO,2012,2014988
13974,Late-demographic dividend,LTE,2012,2210411890
13975,Lithuania,LTU,2012,2987773
13976,Luxembourg,LUX,2012,530946
13977,Latvia,LVA,2012,2034319
13978,"Macao SAR, China",MAC,2012,564037
13979,St. Martin (French part),MAF,2012,37012
13980,Morocco,MAR,2012,33241898
13981,Monaco,MCO,2012,36459
13982,Moldova,MDA,2012,2859458
13983,Madagascar,MDG,2012,22346641
13984,Maldives,MDV,2012,397231
13985,Middle East & North Africa,MEA,2012,401968363
13986,Mexico,MEX,2012,117274156
13987,Marshall Islands,MHL,2012,56712
13988,Middle income,MIC,2012,5313945906
13989,North Macedonia,MKD,2012,2061044
13990,Mali,MLI,2012,15979492
13991,Malta,MLT,2012,420028
13992,Myanmar,MMR,2012,51413703
13993,Middle East & North Africa (excluding high income),MNA,2012,344998428
13994,Montenegro,MNE,2012,620601
13995,Mongolia,MNG,2012,2824698
13996,Northern Mariana Islands,MNP,2012,54306
13997,Mozambique,MOZ,2012,24862673
13998,Mauritania,MRT,2012,3706555
13999,Mauritius,MUS,2012,1255882
14000,Malawi,MWI,2012,15396010
14001,Malaysia,MYS,2012,29068189
14002,North America,NAC,2012,348656682
14003,Namibia,NAM,2012,2194777
14004,New Caledonia,NCL,2012,259000
14005,Niger,NER,2012,17795209
14006,Nigeria,NGA,2012,167228803
14007,Nicaragua,NIC,2012,5982530
14008,Netherlands,NLD,2012,16754962
14009,Norway,NOR,2012,5018573
14010,Nepal,NPL,2012,26989160
14011,Nauru,NRU,2012,10136
14012,New Zealand,NZL,2012,4408100
14013,OECD members,OED,2012,1306807834
14014,Oman,OMN,2012,3498031
14015,Other small states,OSS,2012,27227313
14016,Pakistan,PAK,2012,187280125
14017,Panama,PAN,2012,3770635
14018,Peru,PER,2012,29506790
14019,Philippines,PHL,2012,97212639
14020,Palau,PLW,2012,17635
14021,Papua New Guinea,PNG,2012,7631003
14022,Poland,POL,2012,38063164
14023,Pre-demographic dividend,PRE,2012,775573262
14024,Puerto Rico,PRI,2012,3634488
14025,"Korea, Dem. People's Rep.",PRK,2012,24800638
14026,Portugal,PRT,2012,10514844
14027,Paraguay,PRY,2012,6421510
14028,West Bank and Gaza,PSE,2012,3979998
14029,Pacific island small states,PSS,2012,2268553
14030,Post-demographic dividend,PST,2012,1082356457
14031,French Polynesia,PYF,2012,268995
14032,Qatar,QAT,2012,2196078
14033,Romania,ROU,2012,20058035
14034,Russian Federation,RUS,2012,143201721
14035,Rwanda,RWA,2012,10549668
14036,South Asia,SAS,2012,1683740452
